County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
DELAWARE,SAI JALARAM INC,"SAI JALARAM, INC.",19064,US,23**9843,Cig/OTP Retail,02/28/2022,"608 BALTIMORE PIKE
SPRINGFIELD, PA 19064
(39.919805, -75.326055)"
BERKS,KRUMSVILLE INN INC,KRUMSVILLE INN INC,19534,US,06**4148,Retail,02/28/2022,"1538 KRUMSVILLE RD
LENHARTSVILLE, PA 19534
(40.578666, -75.797529)"
BUTLER,D KNOCH AMUSEMENTS INC,AMERICAN LEGION,16001,US,10**7753,Vending,02/28/2022,"MAIN STREET
BUTLER, PA 16001"
BERKS,KUTZTOWN VAPE SHOP LLC,KUTZTOWN VAPE SHOP LLC,19530,US,06**3676,Cig/OTP Retail,02/28/2022,"314 W MAIN ST
KUTZTOWN, PA 19530
(40.515669, -75.778841)"
NORTHUMBERLAND,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #209,17801-1337,US,49**6669,Cig/OTP Retail,02/28/2022,"500 NORTH FRONT STREET
SUNBURY, PA 17801-1337
(40.869017, -76.794121)"
LEHIGH,YONASHA INC,VIDEO & MORE,18052-5158,US,39**8971,Cig/OTP Retail,02/28/2022,"1987 WHITEHALL MALL
WHITEHALL, PA 18052-5158
(40.634594, -75.485335)"
LACKAWANNA,PENNSYLVANIA COIN LLC,THE BRACKNEY INN,18812,US,35**7786,Vending,02/28/2022,"769 BRACKNEY HILL RD
BRACKNEY, PA 18812
(41.988757, -75.927905)"
LACKAWANNA,DEFAZIO AMUSEMENT COMPANY INC,OLD FORGE VFW,18507-1816,US,35**3214,Vending,02/28/2022,"161 NORTH MAIN STREET
MOOSIC, PA 18507-1816
(41.372158, -75.733205)"
ALLEGHENY,JACOB NIKITUK,SHOOTER'S,15136,US,02**5008,Vending,02/28/2022,"1175 ISLAND AVENUE
MCKEES ROCKS, PA 15136
(40.479096, -80.067446)"
LACKAWANNA,PENNSYLVANIA COIN LLC,CRICKET HILL GOLF CLUB,18428,US,35**7786,Vending,02/28/2022,"176 CRICKET HILL RD
HAWLEY, PA 18428
(41.545726, -75.167425)"
WESTMORELAND,GREATER LATROBE BEVERAGE COMPANY,GREATER LATROBE BEVERAGE COMPANY,15650,US,65**8052,OTP Retail,02/28/2022,"209 ALLEGHENY AVE
LATROBE, PA 15650
(40.310746, -79.399123)"
NORTHAMPTON,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #107,18067-1660,US,48**6720,Cig/OTP Retail,02/28/2022,"1060 MAIN ST
NORTHAMPTON, PA 18067-1660
(40.679459, -75.489594)"
BEAVER,M & S VENDING,HARMONY MOOSE,16037,US,04**8148,Vending,02/28/2022,"PO BOX 607
HARMONY, PA 16037"
BERKS,NITRO GAS INC,NITRO GAS INC,19544,US,06**6718,Cig/OTP Retail,02/28/2022,"7632 LANCASTER AVENUE
MT AETNA, PA 19544"
ALLEGHENY,COOL VAPES LLC,COOL VAPES LLC,15237-3501,US,02**5334,OTP Retail,02/28/2022,"7206 MCKNIGHT RD
PITTSBURGH, PA 15237-3501
(40.535266, -80.010819)"
PHILADELPHIA,CECIL B MOORE GROCERY VIII INC,CECIL B MOORE GROCERY VIII INC,19121,US,51**3681,Retail,02/28/2022,"2604 CECIL B MOORE AVE
PHILADELPHIA, PA 19121
(39.981216, -75.177521)"
LYCOMING,DOLGENCORP LLC,DOLLAR GENERAL STORE 22874,17701,US,41**3652,Cig/OTP Retail,02/28/2022,"305 WASHINGTON BOULEVARD
WILLIAMSPORT, PA 17701
(41.24728, -76.99775)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #074,17540-1924,US,36**6596,Cig/OTP Retail,02/28/2022,"284 EAST MAIN STREET
LEOLA, PA 17540-1924
(40.092159, -76.155419)"
CLARION,CLARION COUNTY ROD & GUN CLUB,CLARION COUNTY ROD & GUN CLUB,16232,US,16**7971,Retail,02/28/2022,"305 MILLER ST
KNOX, PA 16232
(41.237011, -79.528545)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORE # 88,15120,US,02**6184,Retail,02/28/2022,"431 W SEVENTH AVE
WEST HOMESTEAD, PA 15120
(40.402349, -79.918015)"
ALLEGHENY,ACME VENDING INC,ACME VENDING INC,15215-2712,US,02**1359,Wholesale,02/28/2022,"1843 MAIN ST
PITTSBURGH, PA 15215-2712
(40.49435, -79.919773)"
FULTON,DOLGENCORP LLC,DOLLAR GENERAL STORE 22480,17238,US,29**3654,Cig/OTP Retail,02/28/2022,"8264 GREAT COVE RD
NEEDMORE, PA 17238
(39.850732, -78.142767)"
LANCASTER,STARLA'S WEST END MARKET LLC,STARLA'S WEST END MARKET LLC,17603,US,36**3497,Retail,02/28/2022,"501 W LEMON ST
LANCASTER, PA 17603
(40.043416, -76.315839)"
DELAWARE,NICHOLAS CANAVATI,NICHOLAS CANAVATI,19050,US,23**3643,Retail,02/28/2022,"553 CHURCH LANE
YEADON, PA 19050
(39.936532, -75.253564)"
PHILADELPHIA,E&Y DELI GROCERY INC,E&Y DELI GROCERY INC,19139,US,51**3662,Retail,02/28/2022,"897 N 50TH ST
PHILADELPHIA, PA 19139
(39.968478, -75.220633)"
LACKAWANNA,HUGO VENDING,SPEAKEASY SALOON & RESORT,18470,US,35**7799,Vending,02/28/2022,"9207 ST. RTE 171
UNION DALE, PA 18470
(41.76727, -75.48289)"
MONTGOMERY,JOHN MIDDLETON CO,JOHN MIDDLETON CO,19468,US,46**0133,OTP Manufacturer,02/28/2022,"475 N. LEWIS ROAD
LIMERICK, PA 19468
(40.208156, -75.54265)"
NORTHAMPTON,FLAWLESS SMOKE SHOP BETHLEHEM LLC,FLAWLESS SMOKE SHOP BETHLEHEM LLC,18018,US,48**3171,OTP Retail,02/28/2022,"87 E BROAD ST
BETHLEHEM, PA 18018
(40.622276, -75.375744)"
ARMSTRONG,PAR MAR OIL COMPANY,PAR MAR STORES 62,16226-1320,US,03**1014,Cig/OTP Retail,02/28/2022,"1400 5TH AVE
FORD CITY, PA 16226-1320
(40.776139, -79.525061)"
DAUPHIN,SIRAJ DIN,7 SUPPER 7 FOOD MARKET BERRYHILL,17104,US,22**3677,Retail,02/28/2022,"2341 BERRYHILL STREET
HARRISBURG, PA 17104
(40.264209, -76.847697)"
ALLEGHENY,ZURO ENTERPRISES INC,ZURO'S MILK,15137,US,02**0063,OTP Manufacturer,02/28/2022,"1002 PRESTON DR
NORTH VERSAILLES, PA 15137
(40.367519, -79.780109)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORES #88,15120,US,02**8950,OTP Retail,02/28/2022,"431 WEST 7TH AVENUE
WEST HOMESTEAD, PA 15120
(40.402349, -79.918015)"
NORTHAMPTON,CREATIVE MANAGEMENT INC,BETHLEHEM GULF,18017,US,48**7046,OTP Retail,02/28/2022,"811 STEFKO BLVD
BETHLEHEM, PA 18017
(40.624905, -75.360616)"
PHILADELPHIA,SFM GROCERY STORE LLC,SFM GROCERY STORE LLC,19140,US,51**1646,Retail,02/28/2022,"4056 N DARIEN STREET
PHILADELPHIA, PA 19140
(40.014039, -75.140919)"
CUMBERLAND,FUEL CITY TRUCK STOP INC,FUEL CITY TRUCK STOP INC,17025,US,21**5416,OTP Retail,02/28/2022,"611 NORTH ENOLA ROAD
ENOLA, PA 17025
(40.307027, -76.924315)"
FAYETTE,RKB CONVENIENCE INC,A-PLUS MINI MARKET,15401-3337,US,26**0882,Cig/OTP Retail,02/28/2022,"55 MORGANTOWN ST
UNIONTOWN, PA 15401-3337
(39.899544, -79.728063)"
LANCASTER,A1 EXPRESS MART,AI EXPRESS MART INC,17506,US,36**1749,Cig/OTP Retail,02/28/2022,"1085 E MAIN STREET
BLUE BALL, PA 17506
(40.118171, -76.048931)"
LUZERNE,COCOA HUT 105 INC,COCOA HUT 105 INC,18634-1411,US,40**6910,Cig/OTP Retail,02/28/2022,"14 N MARKET ST
NANTICOKE, PA 18634-1411
(41.206128, -76.005563)"
MONTGOMERY,CITY FOOD GROCERY INC,CITY FOOD GROCERY INC,19401,US,46**5752,OTP Retail,02/28/2022,"38 EAST SPRUCE STREET
NORRISTOWN, PA 19401
(40.12181, -75.337568)"
MONTGOMERY,18 HENG INC,BRIDGEPORT BEER,19405-1460,US,46**7553,Retail,02/28/2022,"18 E 4TH ST FRNT A
BRIDGEPORT, PA 19405-1460
(40.105325, -75.341209)"
ALLEGHENY,BALDWIN BEER,BALDWIN CONFLUENCE,15236,US,02**8382,Retail,02/28/2022,"5001 CURRY ROAD
PITTSBURGH, PA 15236
(40.350153, -79.995191)"
FAYETTE,"STANDARD GAS, LLC",BUZZYS MINI MART,15475,US,26**6919,Cig/OTP Retail,02/28/2022,"116 REPUBLIC RD
REPUBLIC, PA 15475
(39.91644, -79.684199)"
LEBANON,"MUSSER'S, INC.",7 CUZ BEER STORE #328,17042,US,38**5737,Retail,02/28/2022,"1740 QUENTIN ROAD
LEBANON, PA 17042
(40.312594, -76.42464)"
LEBANON,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #047,17042-6926,US,38**6600,Cig/OTP Retail,02/28/2022,"815 QUENTIN RD
LEBANON, PA 17042-6926
(40.327821, -76.426148)"
BEAVER,KERRIE CAIVANO,CAIVANOS DISCOUNT TOBACCO OUTLET,15001,US,04**5721,Cig/OTP Retail,02/28/2022,"UNIT #3 HOPEWELL SHOP CEN
ALIQUIPPA, PA 15001"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORES 56,15237-5749,US,02**1008,Cig/OTP Retail,02/28/2022,"8197 MCKNIGHT RD
PITTSBURGH, PA 15237-5749
(40.557565, -80.023148)"
LACKAWANNA,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #287,18508,US,35**6815,Cig/OTP Retail,02/28/2022,"750 PROVIDENCE ROAD
SCRANTON, PA 18508
(41.418594, -75.665462)"
LACKAWANNA,"SHACHI & PREET, LLC.",FRIENDLY FOOD MART # 14,18444-9135,US,35**7140,Cig/OTP Retail,02/28/2022,"206 S MAIN ST
MOSCOW, PA 18444-9135
(41.336119, -75.518179)"
ERIE,FAMILY DOLLAR STORES OF PA LLC,FAMILY DOLLAR #22784,16407,US,25**3686,Cig/OTP Retail,02/28/2022,"370 W. COLUMBUS AVENUE
CORRY, PA 16407
(41.935227, -79.655144)"
UNKNOWN/OUT OF STATE,THE VAPE JUICE COMPANY LLC,VAPEJUICE.COM,85029,US,99**3641,OTP Retail Itinerant,02/28/2022,"11226 NORTH 23RD AVENUE
PHOENIX, AZ 85029
(33.588655, -112.108057)"
INDIANA,PAR MAR OIL COMPANY,PAR MAR STORES 63,15701-4353,US,32**1015,Cig/OTP Retail,02/28/2022,"8420 ROUTE 422 HWY W
INDIANA, PA 15701-4353
(40.653964, -79.279715)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #078,17537,US,36**6607,Cig/OTP Retail,02/28/2022,"863 VILLAGE RD
LAMPETER, PA 17537"
BUTLER,SHAWN CASPER,CASPER'S ANNANDALE STATION INC,16040,US,10**2235,OTP Retail,02/28/2022,"2103 WEST SUNBURY RD
HILLIARDS, PA 16040
(41.09001, -79.89307)"
LEBANON,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #197,17078-1629,US,38**6698,Cig/OTP Retail,02/28/2022,"100 WEST MAIN STREET
PALMYRA, PA 17078-1629
(40.306768, -76.597416)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #019,17603-5702,US,36**6572,Cig/OTP Retail,02/28/2022,"520 HERSHEY AVENUE
LANCASTER, PA 17603-5702
(40.023772, -76.315442)"
LACKAWANNA,PENNSYLVANIA COIN LLC,JOHNNYS,18644-1707,US,35**7786,Vending,02/28/2022,"28 WYOMING AVE
WYOMING, PA 18644-1707
(41.316206, -75.831209)"
ARMSTRONG,ELDERTON COUNTRY MARKET INC,ELDERTON COUNTRY MARKET INC,15736,US,03**1238,Cig/OTP Retail,02/28/2022,"RR 422 BOX SALTWORK ST
ELDERTON, PA 15736"
DELAWARE,DENNIS VONG,EG FOOD BASE MARKET,19013,US,23**5237,Cig/OTP Retail,02/28/2022,"2401 E MADISON ST
CHESTER, PA 19013
(39.866594, -75.367944)"
BEAVER,M & S VENDING,M & S VENDING,15010-0699,US,04**8148,Vending,02/28/2022,"719 7TH AVENUE
BEAVER FALLS, PA 15010-0699
(40.737731, -80.328833)"
PHILADELPHIA,NEW NEIGHBOR FOOD MARKET INC,NEW NEIGHBOR FOOD MARKET INC,19135,US,51**0982,Retail,02/28/2022,"7200 EDMUND STREET
PHILADELPHIA, PA 19135
(40.02792, -75.03521)"
PHILADELPHIA,ABR COMPANY INC,ABR COMPANY INC,19134-2303,US,51**0972,Cig/OTP Retail,02/28/2022,"600 E ALLEGHENY AVE
PHILADELPHIA, PA 19134-2303
(39.997245, -75.11922)"
LUZERNE,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #165,18643-1103,US,40**6651,Cig/OTP Retail,02/28/2022,"980 WYOMING AVENUE
EXETER, PA 18643-1103
(41.323668, -75.812173)"
ALLEGHENY,JACOB NIKITUK,CREEKSIDE SALOON,15698,US,02**5008,Vending,02/28/2022,"132 MARCH STREET
YUKON, PA 15698
(40.220816, -79.686878)"
BUCKS,LEVITTOWN GAS INC,PIONEER,19056,US,09**3673,Cig/OTP Retail,02/28/2022,"4362 NEW FALLS RD
LEVITTOWN, PA 19056
(40.13439, -74.884479)"
CUMBERLAND,PNT VENDING,S CLUB,17110,US,21**3569,Vending,02/28/2022,"2940 N 7TH STREET
HARRISBURG, PA 17110
(40.292865, -76.893689)"
SCHUYLKILL,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #229,17901-9077,US,54**6721,Cig/OTP Retail,02/28/2022,"1565 BUNTING STREET
POTTSVILLE, PA 17901-9077
(40.678517, -76.248912)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #037,17517-1448,US,36**6589,Cig/OTP Retail,02/28/2022,"300 MAIN STREET
DENVER, PA 17517-1448
(40.231534, -76.135557)"
PHILADELPHIA,PHILLY GAS INC,PHILLY GAS INC,19132-1552,US,51**9826,Retail,02/28/2022,"2044 W ALLEGHENY AVE
PHILADELPHIA, PA 19132-1552
(40.003031, -75.164024)"
ALLEGHENY,SHREE SITARAM ENTERPRISE INC,COGOS,15120,US,02**4241,Cig/OTP Retail,02/28/2022,"3402 MAIN ST
MUNHALL, PA 15120
(40.386426, -79.902723)"
SUSQUEHANNA,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #150,18421-1462,US,58**6635,Cig/OTP Retail,02/28/2022,"330 SOUTH MAIN STREET
FOREST CITY, PA 18421-1462"
LUZERNE,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #192,18704-5121,US,40**6689,Cig/OTP Retail,02/28/2022,"358 PIERCE STREET
KINGSTON, PA 18704-5121
(41.260942, -75.886632)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #305,17512,US,36**6780,Cig/OTP Retail,02/28/2022,"301 LINDEN STREET CONDO #7
COLUMBIA, PA 17512
(40.037071, -76.508146)"
PHILADELPHIA,GREGORY MINI MARKET INC,GREGORY MINI MARKET INC,19132,US,51**4477,Retail,02/28/2022,"2513 W SOMERSET STREET
PHILADELPHIA, PA 19132
(39.997896, -75.172442)"
MONTGOMERY,LACONS PHARMACY INC,LACONS PHARMACY INC,19401,US,46**8918,Retail,02/28/2022,"1336 POWELL ST
NORRISTOWN, PA 19401
(40.12397, -75.336115)"
PHILADELPHIA,MINGO GROCERY INC,MINGO GROCERY INC,19138,US,51**9730,Cig/OTP Retail,02/28/2022,"1270 E STAFFORD ST
PHILADELPHIA, PA 19138
(40.052651, -75.159204)"
WYOMING,MESHOPPEN SWIFT MART INC,MESHOPPEN SWIFT MART INC,18630,US,66**9526,Cig/OTP Retail,02/28/2022,"RR 6 BOX 28
MESHOPPEN, PA 18630"
ALLEGHENY,KAAS ENTERPRISE LLC,KAAS ENTERPRISE,15108,US,02**3690,Cig/OTP Retail,02/28/2022,"1017 4TH AVE
CORAOPOLIS, PA 15108
(40.51807, -80.16284)"
FAYETTE,MEET MINIMART INC,MEET MINIMART INC,15401,US,26**6267,OTP Retail,02/28/2022,"580 EAST MAIN STREET
UNIONTOWN, PA 15401
(39.889424, -79.711789)"
LEHIGH,AADI CORP,AADI CORP,18066-2035,US,39**5961,Cig/OTP Retail,02/28/2022,"6391 ROUTE 309
NEW TRIPOLI, PA 18066-2035
(40.679822, -75.720728)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #264,17522-9363,US,36**6760,Cig/OTP Retail,02/28/2022,"4 HAHNSTOWN RD
EPHRATA, PA 17522-9363
(40.163623, -76.149378)"
GREENE,JANICE KOVACH,J & M MARKET,15315,US,30**0816,Cig/OTP Retail,02/28/2022,"110 FRANKLIN AVE
BOBTOWN, PA 15315
(39.761038, -79.983768)"
DELAWARE,VICTORY SERVICE & VENDING CORPORATION,SUNDANCE SALOON,19014,US,23**6053,Vending,02/28/2022,"242 CONCORD RD
ASTON, PA 19014
(39.854885, -75.403764)"
LEHIGH,COOPERSBURG FIRE CO 1 SOCIAL CLUB INC,COOPERSVURG FIRE CO SOCIA,18036-1910,US,39**0266,Vending,02/28/2022,"13 S MAIN ST
COOPERSBURG, PA 18036-1910
(40.511117, -75.391152)"
WYOMING,"TUNKHANNOCK BEVERAGE, INC.","TUNKHANNOCK BEVERAGE, INC.",18657,US,66**1702,Cig/OTP Retail,02/28/2022,"168 WEST TIOGA STREET
TUNKHANNOCK, PA 18657
(41.542897, -75.960041)"
MCKEAN,GAMBIT RUSE LLC,ELDRED,16731,US,42**1917,OTP Retail,02/28/2022,"184 MAIN ST
ELDRED, PA 16731
(41.953134, -78.384652)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORE #103,15501,US,02**9034,OTP Retail,02/28/2022,"4157 GLADES PIKE
SOMERSET, PA 15501
(40.010401, -79.109679)"
LEBANON,PUFF SUPER VALUE INC,PUFF SUPER VALUE 26,17042-6947,US,38**5188,Cig/OTP Retail,02/28/2022,"1033 QUENTIN RD
LEBANON, PA 17042-6947
(40.322828, -76.425174)"
ALLEGHENY,JACOB NIKITUK,ALPINE ITALIAN CLUB,15145,US,02**5008,Vending,02/28/2022,"108 9TH STREET
TURTLE CREEK, PA 15145
(40.402954, -79.820985)"
ALLEGHENY,JACOB NIKITUK,BIG MIKE'S,15223,US,02**5008,Vending,02/28/2022,"396 BUTLER STREET
ETNA, PA 15223
(40.497736, -79.943899)"
LACKAWANNA,PENNSYLVANIA COIN LLC,FELL INN,18407,US,35**7786,Vending,02/28/2022,"7 MORSE AVE
SIMPSON, PA 18407
(41.59175, -75.484899)"
MONTGOMERY,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #260,19464-3123,US,46**6803,Cig/OTP Retail,02/28/2022,"3051 EAST HIGH STREET
POTTSTOWN, PA 19464-3123
(40.24384, -75.573896)"
ALLEGHENY,ACME VENDING INC,ROBIN RANCH,15108,US,02**7734,Vending,02/28/2022,"263 CORAOPOLIS RD
CORAOPOLIS, PA 15108
(40.501683, -80.117456)"
LACKAWANNA,PENNSYLVANIA COIN LLC,SHOOTER'S PUB,18508,US,35**7786,Vending,02/28/2022,"826 W MARKET ST
SCRANTON, PA 18508
(41.446409, -75.664977)"
YORK,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #036,17368-1200,US,67**6587,Cig/OTP Retail,02/28/2022,"340 HELLAM STREET
WRIGHTSVILLE, PA 17368-1200
(40.025068, -76.533264)"
CUMBERLAND,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #280,17025,US,21**6808,Cig/OTP Retail,02/28/2022,"2060 GOOD HOPE ROAD
ENOLA, PA 17025
(40.288523, -76.98675)"
WESTMORELAND,THE DALLY KORNER STORE,THE DALLY KONER STORE,15642,US,65**8492,Retail,02/28/2022,"10262 LAUREL AVE
NORTH HUNTINGDON, PA 15642
(40.321834, -79.713525)"
MONTGOMERY,CITY FOOD GROCERY INC,CITY FOOD GROCERY INC,19401-3874,US,46**6536,Retail,02/28/2022,"38 E SPRUCE ST STE 1
NORRISTOWN, PA 19401-3874
(40.12181, -75.337568)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #069,17517-9330,US,36**6645,Cig/OTP Retail,02/28/2022,"2501 N READING RD (RT 272)
DENVER, PA 17517-9330"
BUCKS,GHOTRA ENTERPRISES LLC,GHOTRA ENTERPRISES LLC,19057,US,09**4555,OTP Retail,02/28/2022,"7601 BRISTOL PIKE
LEVITTOWN, PA 19057
(40.132017, -74.831212)"
ALLEGHENY,JACOB NIKITUK,NORWOOD INN,15136,US,02**5008,Vending,02/28/2022,"184 MCCOY ROAD
MCKEES ROCKS, PA 15136
(40.475055, -80.071878)"
LEHIGH,SLATINGTON VAPE SHOP LLC,SLATINGTON VAPE SHOP LLC,18080,US,39**3683,Cig/OTP Retail,02/28/2022,"660 MAIN ST
SLATINGTON, PA 18080
(40.750869, -75.612726)"
LUZERNE,COCOA HUT 104 INC,COCOA HUT 104 INC,18634,US,40**6911,Cig/OTP Retail,02/28/2022,"61 EAST MAIN STREET
NANTICOKE, PA 18634
(41.205346, -76.004089)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #318,17013,US,36**6795,Cig/OTP Retail,02/28/2022,"601 RICHMOND DR
LANCASTER, PA 17013
(40.106611, -76.333722)"
PHILADELPHIA,REYES DELI GROCERY INC,REYES DELI GROCERY INC,19140,US,51**2807,Retail,02/28/2022,"4501 N 17TH STREET
PHILADELPHIA, PA 19140
(40.022208, -75.153347)"
CUMBERLAND,FUEL CITY TRUCK STOP INC,FUEL CITY TRUCK STOP INC,17013,US,21**9670,Retail,02/28/2022,"370 ALLEN RD
CARLISLE, PA 17013
(40.188434, -77.240091)"
LUZERNE,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #259,18702-4533,US,40**6802,Cig/OTP Retail,02/28/2022,"616 HAZLE STREET
WILKES BARRE, PA 18702-4533
(41.224923, -75.894613)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORES #91,15071,US,02**9035,OTP Retail,02/28/2022,"1001 MONTOUR CHRUCH ROAD
OAKDALE, PA 15071
(40.444638, -80.174693)"
MERCER,RUDY BYLER,R-N-M'S BENT-N-DENT,16142,US,43**3954,OTP Retail,02/28/2022,"1685 MERCER NEW WILMINGTON RD
NEW WILMINGTON, PA 16142
(41.149666, -80.308966)"
WESTMORELAND,PAR MAR OIL COMPANY,PAR MAR STORES 65,15620-1060,US,65**1017,Cig/OTP Retail,02/28/2022,"5071 STATE ROUTE 982
BRADENVILLE, PA 15620-1060
(40.319251, -79.347045)"
CHESTER,"RIP IT VAPORS, LLC",RIP IT VAPORS LLC,19348,US,15**0089,OTP Manufacturer,02/28/2022,"625 E CYPRESS STE C
KENNETT SQUARE, PA 19348
(39.849702, -75.700677)"
NORTHUMBERLAND,DIYA DIVINA LLC,7-ELEVEN STORE #40406A,17847,US,49**4619,Cig/OTP Retail,02/28/2022,"884 BROADWAY ROAD
MILTON, PA 17847
(41.020848, -76.837876)"
BEAVER,M & S VENDING,MCDOWELLS HOTEL,16136,US,04**8148,Vending,02/28/2022,"5302 FIFTH AVENUE
KOPPEL, PA 16136
(40.837042, -80.322897)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE 22660,15627,US,65**3651,Cig/OTP Retail,02/28/2022,"1367 PA-217
DERRY, PA 15627
(40.352893, -79.281147)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORES #90,15071,US,02**6485,Retail,02/28/2022,"7021 STEUBENVILLE PIKE
OAKDALE, PA 15071
(40.444173, -80.174455)"
BEAVER,PAR MAR OIL COMPANY,PAR MAR STORES 55,15009-9102,US,04**1007,Cig/OTP Retail,02/28/2022,"4750 TUSCARAWAS RD
BEAVER, PA 15009-9102
(40.704263, -80.401263)"
INDIANA,"WEAVER'S MARKET & CAFE, LLC","WEAVER'S MARKET & CAFE, LLC",15724,US,32**0387,Cig/OTP Retail,02/28/2022,"211 CHERRY STREET
CHERRY TREE, PA 15724
(40.726283, -78.804035)"
PHILADELPHIA,SPEED PETROLEUM INC,SPEED PETROLEUM INC,19149-1233,US,51**4270,Retail,02/28/2022,"7300 ROOSEVELT BLVD
PHILA, PA 19149-1233
(40.044663, -75.054642)"
GREENE,DUBTOWN LLC,DUBTOWN VAPES,15370,US,30**3671,OTP Retail,02/28/2022,"175 WADE ST
WAYNESBURG, PA 15370
(39.895823, -80.165872)"
BUTLER,PAR MAR OIL COMPANY,PAR MAR STORES 57,16056-9351,US,10**1009,Cig/OTP Retail,02/28/2022,"785 DINNERBELL RD
SAXONBURG, PA 16056-9351
(40.751144, -79.8282)"
CUMBERLAND,PNT VENDING,ATV STUDIOS,17013,US,21**3394,OTP Vending,02/28/2022,"410 E N STREET
CARLISLE, PA 17013
(40.203776, -77.178891)"
YORK,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #049,17356-2011,US,67**6603,Cig/OTP Retail,02/28/2022,"346 WEST BROADWAY
RED LION, PA 17356-2011
(39.897703, -76.610546)"
CAMBRIA,TNC 6 TO GO LLC,TNC 6  TO GO,15943-1263,US,11**1677,Cig/OTP Retail,02/28/2022,"1605 SHOEMAKER STREET
NANTY GLO, PA 15943-1263
(40.460778, -78.837162)"
PHILADELPHIA,BROAD QUICK STOP LLC,BROAD QUICK STOP LLC,19132,US,51**3674,Cig/OTP Retail,02/28/2022,"2731 N BROAD ST
PHILADELPHIA, PA 19132
(39.994998, -75.154365)"
PHILADELPHIA,TERMINAL CHECK SERV INC,TERMINAL CHECK SERV INC,19141,US,51**7481,Retail,02/28/2022,"1324 W OLNEY AVE
PHILADELPHIA, PA 19141
(40.038781, -75.143386)"
LEHIGH,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #262,18036-2108,US,39**6755,Cig/OTP Retail,02/28/2022,"106 3RD ST
COOPERSBURG, PA 18036-2108
(40.7398, -75.592214)"
PHILADELPHIA,J & K GOURMET DELI INC,"J&K GOURMET DELI, INC.",19106,US,51**0782,Retail,02/28/2022,"58 S 2ND ST
PHILADELPHIA, PA 19106
(39.948562, -75.144029)"
PIKE,OM SHIVAAY CORP,TRI STATE TOBACCO KING,18336,US,52**3492,Retail,02/28/2022,"608 PENNSYLVANIA AVE
MATAMORAS, PA 18336
(41.365968, -74.703306)"
PHILADELPHIA,T & J FAMILY GROCERY INC,301 W COULTER ST,19144,US,51**2579,Retail,02/28/2022,"301 W COULTER ST
PHILADELPHIA, PA 19144
(40.027725, -75.176138)"
ALLEGHENY,JOHNCHAD INC,MCNEILLY BEER/JOHNCHAD INC,15226-2501,US,02**3556,Cig/OTP Retail,02/28/2022,"441 MCNEILLY RD
PITTSBURGH, PA 15226-2501
(40.383339, -80.015411)"
CAMBRIA,PAK FOODS 12 LLC,PAK FOODS 12 LLC,15905,US,11**4060,Cig/OTP Retail,02/28/2022,"346 SHERIDAN ST
JOHNSTOWN, PA 15905
(40.351049, -78.943914)"
BERKS,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #233,19605-3025,US,06**6732,Cig/OTP Retail,02/28/2022,"2001 KUTZTOWN ROAD
READING, PA 19605-3025
(40.365568, -75.919221)"
